# BUSCO version is: 5.0.0 
# The lineage dataset is:  (Creation date: 2020-09-10, number of species: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
2at71240	Complete	SUPER_5	2173559	2207428	-	5204.9	4153
10at71240	Duplicated	SUPER_9	5050036	5068571	+	7138.0	4021
10at71240	Duplicated	SUPER_17	5653102	5672551	+	7140.6	3998
17at71240	Complete	SUPER_16	305210	322731	-	6666.0	3903
86at71240	Complete	SUPER_10	12537590	12554175	-	5458.0	3167
204at71240	Complete	SUPER_12	31872058	31892451	-	3929.5	2217
224at71240	Complete	SUPER_1	20679545	20693009	-	2820.1	1901
265at71240	Complete	SUPER_17	16362170	16373064	-	2726.7	1597
312at71240	Complete	SUPER_15	8165125	8183960	+	3485.6	2004
355at71240	Duplicated	SUPER_2	3486870	3500020	-	4136.0	2107
355at71240	Duplicated	SUPER_15	14379931	14392826	-	4273.7	2160
368at71240	Duplicated	SUPER_14	364477	383089	+	2678.2	1677
368at71240	Duplicated	SUPER_12	385875	427213	+	2687.6	1691
383at71240	Duplicated	SUPER_17	3485728	3492822	+	2626.6	1680
383at71240	Duplicated	SUPER_9	3330763	3337923	+	2631.5	1677
491at71240	Complete	SUPER_7	31691602	31705361	+	2185.1	1703
526at71240	Complete	SUPER_12	9271544	9292473	-	2728.9	1584
561at71240	Duplicated	SUPER_3	46125	72780	+	2827.7	1625
561at71240	Duplicated	SUPER_11	12331	35096	-	2867.5	1640
597at71240	Complete	SUPER_1	22250041	22258978	-	2884.6	1549
640at71240	Complete	SUPER_2	2576021	2590883	-	2590.1	1614
703at71240	Complete	SUPER_10	32942028	32954547	-	2682.8	1560
707at71240	Duplicated	SUPER_5	34776213	34791114	+	2959.0	1541
707at71240	Duplicated	SUPER_10	33128864	33143643	+	3024.9	1526
727at71240	Complete	SUPER_17	1675941	1690745	-	2503.2	1593
745at71240	Complete	SUPER_12	5503892	5522990	-	2679.6	1627
769at71240	Complete	SUPER_8	10348399	10362406	-	2819.1	1601
779at71240	Complete	SUPER_8	9046338	9055341	-	2044.4	1319
793at71240	Duplicated	SUPER_14	4036473	4058790	-	2530.4	1821
793at71240	Duplicated	SUPER_12	4340285	4355924	-	2550.2	1820
836at71240	Duplicated	SUPER_8	21089777	21099623	+	1732.9	1650
836at71240	Duplicated	SUPER_15	44871472	44881319	+	1807.2	1720
851at71240	Duplicated	SUPER_9	4397303	4408892	-	2305.3	1397
851at71240	Duplicated	SUPER_17	4780812	4792285	-	2379.9	1374
906at71240	Complete	SUPER_7	27479659	27489323	-	1573.8	1426
916at71240	Complete	SUPER_11	38010244	38021753	-	2868.9	1638
933at71240	Duplicated	SUPER_8	29211214	29229605	-	2274.1	1318
933at71240	Duplicated	SUPER_15	53568553	53587772	-	2276.0	1332
945at71240	Duplicated	SUPER_11	3662839	3674661	-	2588.4	1529
945at71240	Duplicated	SUPER_3	3141558	3154524	-	2734.4	1553
1064at71240	Complete	SUPER_9	32283086	32302454	-	2361.1	1577
1065at71240	Duplicated	SUPER_10	14335781	14345632	+	1871.0	1365
1065at71240	Duplicated	SUPER_5	15085588	15095264	-	1876.5	1320
1115at71240	Duplicated	SUPER_6	19289041	19310729	-	2301.5	1566
1115at71240	Duplicated	SUPER_14	16121131	16136075	-	2350.2	1538
1147at71240	Fragmented	SUPER_4	6407413	6421323	+	1303.5	926
1158at71240	Complete	SUPER_3	4654884	4664607	-	2260.1	1487
1159at71240	Complete	SUPER_5	23042338	23051813	+	1718.8	1452
1162at71240	Duplicated	SUPER_4	29210006	29217856	-	2587.4	1421
1162at71240	Duplicated	SUPER_12	31066725	31074203	-	2599.2	1470
1185at71240	Complete	SUPER_1	28437035	28445965	-	1945.6	1276
1212at71240	Complete	SUPER_4	28809452	28824775	-	2394.0	1382
1291at71240	Complete	SUPER_16	3717239	3733988	+	2125.7	1321
1308at71240	Duplicated	SUPER_7	3247818	3257750	+	2459.5	1217
1308at71240	Duplicated	SUPER_2	35127159	35138407	-	2465.1	1206
1357at71240	Complete	SUPER_7	23717196	23726787	+	2163.4	1349
1506at71240	Duplicated	SUPER_7	5782693	5790091	+	2220.4	1165
1506at71240	Duplicated	SUPER_2	31706637	31714025	-	2355.9	1215
1526at71240	Duplicated	SUPER_5	36505015	36514253	-	2201.8	1187
1526at71240	Duplicated	SUPER_10	34728659	34738232	-	2244.2	1178
1566at71240	Complete	SUPER_1	29710424	29729788	+	2293.7	1230
1578at71240	Duplicated	SUPER_11	25185618	25204047	-	2167.4	1316
1578at71240	Duplicated	SUPER_3	23283294	23302001	-	2218.2	1463
1589at71240	Duplicated	SUPER_14	8502367	8507711	-	2519.1	1201
1589at71240	Duplicated	SUPER_12	8647318	8652314	-	2537.8	1201
1604at71240	Complete	SUPER_11	35528138	35536407	+	1835.3	1156
1674at71240	Duplicated	SUPER_5	27886396	27904293	-	1566.9	1194
1674at71240	Duplicated	SUPER_10	1328996	1346089	+	1659.6	1194
1722at71240	Duplicated	SUPER_8	1306977	1314137	+	1672.8	1034
1722at71240	Duplicated	SUPER_15	1041092	1047901	+	1865.8	1096
1950at71240	Complete	SUPER_15	11792578	11809281	-	1984.3	1235
2018at71240	Complete	SUPER_6	21249751	21257474	-	1600.2	1071
2045at71240	Complete	SUPER_12	31920009	31936710	+	2006.9	1067
2065at71240	Complete	SUPER_14	5070521	5080526	+	1877.9	1122
2073at71240	Duplicated	SUPER_9	1734054	1743780	+	2069.8	1473
2073at71240	Duplicated	SUPER_17	2084095	2093949	+	2150.8	1491
2143at71240	Complete	SUPER_2	3915435	3919676	+	2035.3	1150
2268at71240	Complete	SUPER_7	35717830	35722652	-	2275.7	1226
2327at71240	Complete	SUPER_7	13839935	13848272	-	1723.9	1020
2360at71240	Duplicated	SUPER_7	27473066	27477962	-	1878.6	1109
2360at71240	Duplicated	SUPER_1	25253091	25266350	-	1880.8	1110
2395at71240	Complete	SUPER_13	10733495	10740076	-	2152.0	1320
2400at71240	Complete	SUPER_17	10309635	10316184	-	1558.7	980
2421at71240	Complete	SUPER_15	9740604	9746649	-	1965.8	1029
2430at71240	Complete	SUPER_14	31357313	31376475	-	2093.8	1288
2474at71240	Duplicated	SUPER_1	9199631	9210207	-	1837.5	1067
2474at71240	Duplicated	SUPER_15	36931935	36940661	-	1855.3	1055
2499at71240	Complete	SUPER_17	30891145	30909300	-	1962.8	1106
2529at71240	Duplicated	SUPER_1	33383713	33392483	+	1564.1	957
2529at71240	Duplicated	SUPER_7	35828173	35840480	+	1681.9	1096
2585at71240	Duplicated	SUPER_5	7291100	7297384	+	1667.3	1031
2585at71240	Duplicated	SUPER_10	6118607	6124818	+	1721.0	1034
2753at71240	Complete	SUPER_9	27505609	27524576	-	1966.1	1161
2869at71240	Complete	SUPER_13	12873229	12878741	-	1176.5	853
2873at71240	Duplicated	SUPER_4	29890062	29899443	+	1569.9	969
2873at71240	Duplicated	SUPER_12	31708784	31717771	+	1768.6	1034
2884at71240	Duplicated	SUPER_17	30416031	30431053	-	1158.8	894
2884at71240	Duplicated	SUPER_1	990940	997296	-	1297.7	996
2884at71240	Duplicated	SUPER_9	31907844	31925475	-	1339.4	989
2954at71240	Duplicated	SUPER_3	6332593	6344944	+	1936.4	1098
2954at71240	Duplicated	SUPER_11	7003636	7014872	+	1971.8	1077
2956at71240	Complete	SUPER_3	26495448	26499888	+	2179.9	1168
2984at71240	Complete	SUPER_12	24115338	24126779	+	1417.4	1043
3053at71240	Complete	SUPER_7	7665837	7669634	-	2334.6	1130
3069at71240	Duplicated	SUPER_17	2902885	2906972	+	1745.9	939
3069at71240	Duplicated	SUPER_9	2690501	2694560	+	1792.3	941
3142at71240	Duplicated	SUPER_7	3621775	3627305	+	1926.1	1072
3142at71240	Duplicated	SUPER_2	34709812	34715264	-	1927.6	1062
3157at71240	Complete	SUPER_10	41859174	41866339	+	1441.0	1456
3166at71240	Complete	SUPER_11	11736158	11740772	+	2178.4	1018
3221at71240	Complete	SUPER_15	10153345	10162745	-	1209.4	660
3382at71240	Complete	SUPER_2	34631757	34641294	-	1750.2	970
3391at71240	Duplicated	SUPER_7	35699086	35707454	+	2044.7	1103
3391at71240	Duplicated	SUPER_1	33289808	33298137	+	2097.4	1104
3447at71240	Complete	SUPER_8	4181715	4185044	-	1725.1	945
