# BUSCO version is: 5.0.0 
# The lineage dataset is:  (Creation date: 2020-09-10, number of species: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
2at71240	Complete	SUPER_5	2081577	2115580	-	5188.2	4205
10at71240	Duplicated	SUPER_9	5255204	5273737	+	7138.5	4021
10at71240	Duplicated	SUPER_17	5228184	5247835	+	7139.5	3998
17at71240	Complete	SUPER_16	316672	334193	-	6666.0	3903
86at71240	Complete	SUPER_10	12372838	12389407	-	5454.7	3166
204at71240	Complete	SUPER_12	31256445	31276844	-	3930.9	2218
224at71240	Complete	SUPER_1	20235260	20248347	-	2846.4	1888
265at71240	Complete	SUPER_17	15532686	15543607	-	2734.3	1597
312at71240	Complete	SUPER_15	8089043	8114879	+	3489.7	2004
355at71240	Duplicated	SUPER_2	3517226	3530064	-	4148.8	2115
355at71240	Duplicated	SUPER_15	14353173	14366035	-	4279.5	2160
368at71240	Duplicated	SUPER_14	345409	363853	+	2678.3	1677
368at71240	Duplicated	SUPER_12	391693	418958	+	2678.8	1691
383at71240	Duplicated	SUPER_9	3305732	3312938	+	2621.2	1676
383at71240	Duplicated	SUPER_17	3586504	3593598	+	2628.1	1680
491at71240	Complete	SUPER_7	31056376	31070174	+	2186.7	1706
526at71240	Complete	SUPER_12	9035803	9056523	-	2642.3	1585
561at71240	Duplicated	SUPER_3	52217	78695	+	2832.3	1627
561at71240	Duplicated	SUPER_11	9195	32192	-	2867.5	1640
597at71240	Complete	SUPER_1	21749501	21758621	-	2883.7	1523
640at71240	Complete	SUPER_2	2623837	2638699	-	2590.1	1614
703at71240	Complete	SUPER_10	33687220	33699734	-	2693.6	1541
707at71240	Duplicated	SUPER_5	35094188	35108815	+	2951.9	1540
707at71240	Duplicated	SUPER_10	33888878	33911224	+	3024.9	1526
727at71240	Complete	SUPER_17	1668289	1683290	-	2495.4	1593
745at71240	Complete	SUPER_12	5428021	5447253	-	2670.5	1627
769at71240	Complete	SUPER_8	10315329	10329336	-	2819.1	1601
779at71240	Complete	SUPER_8	9011127	9020019	-	2046.1	1319
793at71240	Duplicated	SUPER_12	4196750	4212389	-	2550.2	1820
793at71240	Duplicated	SUPER_14	3956645	3972144	-	2577.9	1824
836at71240	Duplicated	SUPER_8	20540457	20550300	+	1730.2	1651
836at71240	Duplicated	SUPER_15	45332795	45342641	+	1816.9	1719
851at71240	Duplicated	SUPER_9	4483673	4495651	-	2329.4	1372
851at71240	Duplicated	SUPER_17	4591137	4602590	-	2381.0	1374
906at71240	Complete	SUPER_7	26303149	26312813	-	1573.8	1426
916at71240	Complete	SUPER_11	37248569	37260049	-	2952.7	1642
933at71240	Duplicated	SUPER_8	29046920	29065446	-	2277.0	1318
933at71240	Duplicated	SUPER_15	54138075	54165160	-	2278.4	1332
945at71240	Duplicated	SUPER_11	3717352	3729192	-	2589.4	1529
945at71240	Duplicated	SUPER_3	3156994	3169960	-	2734.4	1553
1064at71240	Complete	SUPER_9	31973971	31993339	-	2361.1	1577
1065at71240	Duplicated	SUPER_5	16466787	16476463	+	1878.3	1320
1065at71240	Duplicated	SUPER_10	14127080	14136930	+	1883.5	1365
1115at71240	Duplicated	SUPER_6	19161868	19183549	-	2296.0	1566
1115at71240	Duplicated	SUPER_14	16185218	16200193	-	2351.8	1538
1147at71240	Fragmented	SUPER_4	6350467	6364825	+	1243.2	868
1158at71240	Complete	SUPER_3	4616938	4626658	-	2257.0	1488
1159at71240	Complete	SUPER_5	23230515	23239983	+	1713.9	1451
1162at71240	Duplicated	SUPER_4	29500028	29507880	-	2584.6	1467
1162at71240	Duplicated	SUPER_12	30245117	30252595	-	2600.4	1470
1185at71240	Complete	SUPER_1	27902797	27911727	-	1939.3	1271
1212at71240	Complete	SUPER_4	29122108	29137548	-	2395.3	1382
1291at71240	Complete	SUPER_16	3682035	3698784	+	2125.7	1321
1308at71240	Duplicated	SUPER_2	34910886	34921092	-	2433.4	1192
1308at71240	Duplicated	SUPER_7	2656346	2665353	+	2457.6	1219
1357at71240	Complete	SUPER_7	22563769	22573364	+	2162.3	1347
1506at71240	Duplicated	SUPER_7	4968476	4975876	+	2225.0	1176
1506at71240	Duplicated	SUPER_2	31366603	31374161	-	2233.7	1179
1526at71240	Duplicated	SUPER_5	36695507	36704747	-	2202.3	1187
1526at71240	Duplicated	SUPER_10	35790709	35800596	-	2236.8	1178
1566at71240	Complete	SUPER_1	29122856	29134515	+	2291.2	1230
1578at71240	Duplicated	SUPER_11	24881241	24906041	-	2167.1	1298
1578at71240	Duplicated	SUPER_3	22500177	22519491	-	2255.8	1475
1589at71240	Duplicated	SUPER_14	8788330	8799233	-	2517.9	1201
1589at71240	Duplicated	SUPER_12	8405205	8410201	-	2538.0	1201
1604at71240	Complete	SUPER_11	35010604	35018873	+	1835.3	1156
1674at71240	Duplicated	SUPER_5	28007050	28025432	-	1587.2	1179
1674at71240	Duplicated	SUPER_10	1006074	1023162	+	1689.6	1218
1722at71240	Duplicated	SUPER_8	1294370	1301529	+	1672.7	1035
1722at71240	Duplicated	SUPER_15	1049253	1056062	+	1865.8	1096
1950at71240	Complete	SUPER_15	11747153	11763887	-	1984.8	1236
2018at71240	Complete	SUPER_6	21191418	21199141	-	1602.9	1071
2045at71240	Complete	SUPER_12	31303965	31313174	+	2007.6	1067
2065at71240	Complete	SUPER_14	5122929	5132917	+	1938.3	1122
2073at71240	Duplicated	SUPER_9	1721484	1731210	+	2078.9	1473
2073at71240	Duplicated	SUPER_17	2171486	2189127	+	2153.6	1491
2143at71240	Complete	SUPER_2	3909365	3913606	+	2033.5	1150
2268at71240	Complete	SUPER_7	35262381	35267203	-	2275.7	1226
2327at71240	Complete	SUPER_7	12838777	12847137	-	1720.9	1020
2360at71240	Duplicated	SUPER_7	26296556	26301452	-	1878.6	1109
2360at71240	Duplicated	SUPER_1	24621846	24626757	-	1879.0	1111
2395at71240	Complete	SUPER_13	10726339	10732920	-	2234.7	1327
2400at71240	Complete	SUPER_17	9409154	9415734	-	1560.3	980
2421at71240	Complete	SUPER_15	9764402	9770606	-	1966.3	1029
2430at71240	Complete	SUPER_14	31488079	31499934	-	2110.5	1290
2474at71240	Duplicated	SUPER_1	8701188	8711764	-	1837.5	1067
2474at71240	Duplicated	SUPER_15	37058801	37067527	-	1855.3	1055
2499at71240	Complete	SUPER_17	29889263	29907417	-	1962.8	1106
2529at71240	Duplicated	SUPER_1	32960649	32969269	+	1573.2	1073
2529at71240	Duplicated	SUPER_7	35372724	35385031	+	1681.9	1096
2585at71240	Duplicated	SUPER_5	7239144	7245802	+	1708.5	1031
2585at71240	Duplicated	SUPER_10	6143800	6150010	+	1722.9	1035
2753at71240	Complete	SUPER_9	27142041	27161216	-	1941.7	1163
2869at71240	Complete	SUPER_13	13064103	13069611	-	1179.2	851
2873at71240	Duplicated	SUPER_12	31113063	31122053	+	1768.6	1034
2873at71240	Duplicated	SUPER_4	30173088	30182674	+	1892.3	1087
2884at71240	Duplicated	SUPER_1	1194667	1201023	-	1296.2	996
2884at71240	Duplicated	SUPER_9	31598726	31616357	-	1339.4	989
2954at71240	Duplicated	SUPER_3	6243632	6255972	+	1936.4	1098
2954at71240	Duplicated	SUPER_11	7000135	7011464	+	1949.4	1076
2956at71240	Complete	SUPER_3	25356177	25360617	+	2179.9	1168
2984at71240	Complete	SUPER_12	23619405	23630846	+	1395.3	1043
3053at71240	Complete	SUPER_7	6971494	6975294	-	2330.1	1130
3069at71240	Duplicated	SUPER_17	2974940	2979028	+	1750.8	939
3069at71240	Duplicated	SUPER_9	2702658	2706717	+	1792.3	941
3142at71240	Duplicated	SUPER_7	3050929	3056458	+	1927.0	1071
3142at71240	Duplicated	SUPER_2	34514459	34519919	-	1934.3	1064
3157at71240	Complete	SUPER_10	43090983	43098148	+	1442.2	1456
3166at71240	Complete	SUPER_11	11471890	11476504	+	2178.4	1018
3221at71240	Complete	SUPER_15	10163415	10172810	-	1207.6	665
3382at71240	Complete	SUPER_2	34446796	34456041	-	1616.9	970
3391at71240	Duplicated	SUPER_7	35243637	35252005	+	2044.7	1103
3391at71240	Duplicated	SUPER_1	32886119	32894418	+	2172.6	1104
3447at71240	Complete	SUPER_8	4169545	4172874	-	1733.5	945
3471at71240	Duplicated	SUPER_9	30044638	30062950	+	1888.0	930
3471at71240	Duplicated	SUPER_17	28151368	28167933	+	1899.1	930
3475at71240	Complete	SUPER_3:36652107-36699088	36649342	36699088	+	1776.5	1073
3500at71240	Complete	SUPER_6	134883	143054	-	1553.6	989
3501at71240	Complete	SUPER_4	2543433	2556013	-	1606.5	891
3595at71240	Duplicated	SUPER_5	24788450	24795167	-	1275.8	958
