# BUSCO version is: 5.0.0 
# The lineage dataset is:  (Creation date: 2020-09-10, number of species: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
2at71240	Complete	SUPER_5	2518596	2552568	-	5197.4	4177
10at71240	Duplicated	SUPER_17	5324983	5344614	+	7137.8	3998
10at71240	Duplicated	SUPER_9	5247582	5266115	+	7140.4	4021
17at71240	Complete	SUPER_16	326088	343615	-	6667.7	3903
86at71240	Complete	SUPER_10	12532136	12548721	-	5458.0	3167
204at71240	Complete	SUPER_12	31168922	31188954	-	3903.2	2228
224at71240	Complete	SUPER_1	16973224	16986311	-	2846.4	1888
265at71240	Complete	SUPER_17	15290183	15301095	-	2730.1	1595
312at71240	Complete	SUPER_15	8025156	8043990	+	3485.6	2004
355at71240	Duplicated	SUPER_2	3251238	3264073	-	4145.6	2126
355at71240	Duplicated	SUPER_15	14427610	14440566	-	4270.6	2160
368at71240	Duplicated	SUPER_12	418851	437575	+	2682.3	1691
368at71240	Duplicated	SUPER_14	312850	332480	+	2749.2	1677
383at71240	Duplicated	SUPER_17	3538497	3545591	+	2619.5	1685
383at71240	Duplicated	SUPER_9	3305960	3313116	+	2633.8	1678
491at71240	Complete	SUPER_7	30488879	30502616	+	2186.6	1706
526at71240	Complete	SUPER_12	9201946	9222665	-	2652.2	1586
561at71240	Duplicated	SUPER_3	59771	86322	+	2828.9	1626
561at71240	Duplicated	SUPER_11	2945	25699	-	2867.5	1640
597at71240	Complete	SUPER_1	18487459	18496579	-	2883.7	1523
640at71240	Complete	SUPER_2	2396452	2411140	-	2693.7	1614
703at71240	Complete	SUPER_10	32736506	32748954	-	2683.4	1600
707at71240	Duplicated	SUPER_5	35017538	35031973	+	2950.0	1526
707at71240	Duplicated	SUPER_10	33056508	33071271	+	3028.9	1526
727at71240	Complete	SUPER_17	1613224	1628095	-	2503.0	1596
745at71240	Complete	SUPER_12	5721983	5746422	-	2684.8	1627
769at71240	Complete	SUPER_8	10221343	10235247	-	2820.5	1600
779at71240	Complete	SUPER_8	8901716	8910605	-	2040.2	1319
793at71240	Duplicated	SUPER_14	3978709	4001032	-	2528.7	1821
793at71240	Duplicated	SUPER_12	4482071	4504639	-	2540.2	1826
836at71240	Duplicated	SUPER_8	20625727	20635573	+	1732.9	1650
836at71240	Duplicated	SUPER_15	44858619	44868540	+	1802.7	1773
851at71240	Duplicated	SUPER_9	4504595	4516199	-	2306.7	1398
851at71240	Duplicated	SUPER_17	4458485	4469938	-	2379.9	1374
906at71240	Complete	SUPER_7	26242978	26252642	-	1573.8	1426
916at71240	Complete	SUPER_11	38052845	38064325	-	2952.7	1642
933at71240	Duplicated	SUPER_15	53822546	53844740	-	2278.4	1332
933at71240	Duplicated	SUPER_8	28702159	28729923	-	2350.6	1322
945at71240	Duplicated	SUPER_11	3616594	3628434	-	2589.4	1529
945at71240	Duplicated	SUPER_3	3179938	3192904	-	2731.6	1553
1064at71240	Complete	SUPER_9	32038014	32057329	-	2360.1	1578
1065at71240	Duplicated	SUPER_10	14330332	14340183	+	1871.0	1365
1065at71240	Duplicated	SUPER_5	14639077	14648753	-	1876.5	1320
1115at71240	Duplicated	SUPER_6	19555111	19570187	-	2297.8	1566
1115at71240	Duplicated	SUPER_14	15831719	15846687	-	2350.2	1538
1147at71240	Fragmented	SUPER_4	6245362	6259720	+	1243.2	868
1158at71240	Complete	SUPER_3	4633667	4643390	-	2260.1	1487
1159at71240	Complete	SUPER_5	22432898	22442468	+	1715.4	1453
1162at71240	Duplicated	SUPER_4	29287162	29295012	-	2582.3	1421
1162at71240	Duplicated	SUPER_12	30385178	30392656	-	2599.2	1470
1185at71240	Complete	SUPER_1	24695651	24704583	-	1944.5	1276
1212at71240	Complete	SUPER_4	28874469	28889761	-	2344.7	1381
1291at71240	Complete	SUPER_16	3714241	3730990	+	2129.1	1321
1308at71240	Duplicated	SUPER_2	35153617	35165550	-	2403.8	1168
1308at71240	Duplicated	SUPER_7	2891685	2900693	+	2461.6	1220
1357at71240	Complete	SUPER_7	22582714	22592305	+	2163.4	1349
1506at71240	Duplicated	SUPER_7	5370536	5377902	+	2219.6	1165
1506at71240	Duplicated	SUPER_2	31701814	31709336	-	2365.6	1217
1526at71240	Duplicated	SUPER_5	36576288	36585528	-	2204.7	1188
1526at71240	Duplicated	SUPER_10	34953591	34963294	-	2240.7	1178
1566at71240	Complete	SUPER_1	25946877	25958506	+	2177.7	1189
1578at71240	Duplicated	SUPER_11	25158324	25183518	-	2198.7	1298
1578at71240	Duplicated	SUPER_3	22869376	22888084	-	2208.7	1463
1589at71240	Duplicated	SUPER_14	8262707	8268051	-	2519.1	1201
1589at71240	Duplicated	SUPER_12	8595679	8600675	-	2538.0	1201
1604at71240	Complete	SUPER_11	35814821	35823090	+	1835.3	1156
1674at71240	Duplicated	SUPER_5	27558287	27574568	+	1553.1	1195
1674at71240	Duplicated	SUPER_10	1214107	1231195	+	1689.6	1218
1722at71240	Duplicated	SUPER_8	1280952	1288053	+	1672.0	1038
1722at71240	Duplicated	SUPER_15	1021963	1028772	+	1865.8	1096
1950at71240	Complete	SUPER_15	11718115	11728539	-	1970.6	1235
2018at71240	Complete	SUPER_6	21367980	21375703	-	1600.2	1071
2045at71240	Complete	SUPER_12	31218877	31227975	+	2002.7	1067
2065at71240	Complete	SUPER_14	4992353	5002359	+	1877.9	1122
2073at71240	Duplicated	SUPER_9	1732226	1741949	+	2078.9	1473
2073at71240	Duplicated	SUPER_17	2098569	2108429	+	2149.0	1491
2143at71240	Complete	SUPER_2	3680040	3684281	+	2035.3	1150
2268at71240	Complete	SUPER_7	34777153	34781972	-	2275.8	1234
2327at71240	Complete	SUPER_7	12790927	12799285	-	1720.8	1020
2360at71240	Duplicated	SUPER_1	21365544	21370399	-	1874.3	1111
2360at71240	Duplicated	SUPER_7	26236385	26241281	-	1878.6	1109
2395at71240	Complete	SUPER_13	10904956	10911538	-	2152.6	1339
2400at71240	Complete	SUPER_17	9445876	9452425	-	1558.7	980
2421at71240	Complete	SUPER_15	9689614	9695843	-	1966.3	1029
2430at71240	Complete	SUPER_14	30692664	30704194	-	2120.6	1274
2474at71240	Duplicated	SUPER_1	5741411	5751994	-	1836.2	1067
2474at71240	Duplicated	SUPER_15	37167699	37176394	-	1866.2	1055
2499at71240	Complete	SUPER_17	30822302	30844014	+	1988.9	1107
2529at71240	Duplicated	SUPER_1	29699809	29708579	+	1564.1	957
2529at71240	Duplicated	SUPER_7	34852325	34859695	+	1602.7	1069
2585at71240	Duplicated	SUPER_5	7491127	7497412	+	1702.3	1027
2585at71240	Duplicated	SUPER_10	6310961	6317108	+	1718.6	1034
2753at71240	Complete	SUPER_9	27323982	27342949	-	1966.1	1161
2869at71240	Complete	SUPER_13	13185189	13190697	-	1179.2	851
2873at71240	Duplicated	SUPER_4	29950340	29959785	+	1755.6	1024
2873at71240	Duplicated	SUPER_12	31049548	31058550	+	1768.6	1034
2884at71240	Complete	SUPER_9	31691601	31702312	-	1251.3	986
2954at71240	Duplicated	SUPER_3	6312574	6331848	+	1942.8	1098
